user_id,timestamp,heart_rate,activity,heart_rate_variability,steps,calories,stress_level,anomaly
user_007,2023-01-05 09:30:00,67,0,71.2,0,75,5,0
user_007,2023-01-05 10:00:00,68,0,74.0,0,84,2,0
user_007,2023-01-05 10:30:00,76,0,76.4,169,58,6,0
user_007,2023-01-05 11:00:00,75,0,73.4,0,66,4,0
user_007,2023-01-05 11:30:00,74,0,74.8,271,44,5,0
user_007,2023-01-05 12:00:00,72,1,59.0,698,69,5,0
user_007,2023-01-05 12:30:00,78,1,57.0,624,74,1,0
user_007,2023-01-05 13:00:00,72,0,66.6,0,36,7,0
user_007,2023-01-05 13:30:00,73,0,70.8,0,10,7,0
user_007,2023-01-05 14:00:00,83,1,71.9,156,82,6,0
user_007,2023-01-05 14:30:00,65,0,73.6,0,49,8,0
user_007,2023-01-05 15:00:00,69,0,64.9,132,78,5,0
user_007,2023-01-05 15:30:00,69,0,72.2,78,47,4,0
user_007,2023-01-05 16:00:00,69,0,75.6,0,46,6,0
user_007,2023-01-05 16:30:00,71,0,74.5,0,26,6,0
user_007,2023-01-05 17:00:00,70,0,64.4,415,46,2,0
user_007,2023-01-05 17:30:00,76,0,58.7,0,46,3,0
user_007,2023-01-05 18:00:00,145,3,55.0,502,68,4,0
user_007,2023-01-05 18:30:00,102,1,57.8,586,108,2,0
user_007,2023-01-05 19:00:00,70,0,72.3,337,98,2,0
user_007,2023-01-05 19:30:00,106,1,72.1,610,68,2,0
user_007,2023-01-05 20:00:00,71,0,61.8,0,23,5,0
user_007,2023-01-05 20:30:00,84,1,65.3,0,37,3,0
user_007,2023-01-05 21:00:00,73,0,82.0,0,24,1,0
user_007,2023-01-05 21:30:00,81,0,68.8,0,46,0,0
user_007,2023-01-05 22:00:00,70,0,79.9,79,42,0,0
user_007,2023-01-05 22:30:00,77,0,58.0,0,37,3,0
user_007,2023-01-05 23:00:00,81,0,64.2,0,83,0,0
user_007,2023-01-05 23:30:00,67,0,76.5,153,55,1,0
user_007,2023-01-06 00:00:00,60,4,75.5,166,36,0,0
user_007,2023-01-06 00:30:00,54,4,78.3,0,10,0,0
user_007,2023-01-06 01:00:00,62,4,68.1,0,17,4,0
user_007,2023-01-06 01:30:00,59,4,77.2,0,48,2,0
user_007,2023-01-06 02:00:00,58,4,70.5,0,35,4,0
user_007,2023-01-06 02:30:00,55,4,69.2,72,28,1,0
user_007,2023-01-06 03:00:00,58,4,68.9,339,10,0,0
user_007,2023-01-06 03:30:00,55,4,68.3,78,15,2,0
user_007,2023-01-06 04:00:00,58,4,70.1,0,20,0,0
user_007,2023-01-06 04:30:00,56,4,79.8,0,33,0,0
user_007,2023-01-06 05:00:00,57,4,81.6,0,23,2,0
user_007,2023-01-06 05:30:00,55,4,71.4,0,18,1,0
user_007,2023-01-06 06:00:00,59,4,58.9,4,11,0,0
user_007,2023-01-06 06:30:00,57,4,66.7,0,19,1,0
user_007,2023-01-06 07:00:00,120,1,50.3,892,97,3,0
user_007,2023-01-06 07:30:00,120,2,54.4,763,94,5,0
user_007,2023-01-06 08:00:00,103,1,69.8,787,61,0,0
user_007,2023-01-06 08:30:00,112,1,66.9,829,66,0,0
user_007,2023-01-06 09:00:00,73,0,79.4,0,31,2,0
user_007,2023-01-06 09:30:00,71,0,70.8,0,51,6,0
user_007,2023-01-06 10:00:00,92,1,71.2,361,57,7,0
user_007,2023-01-06 10:30:00,65,0,61.1,164,26,6,0
user_007,2023-01-06 11:00:00,71,0,83.6,46,68,2,0
user_007,2023-01-06 11:30:00,69,0,72.4,40,54,6,0
user_007,2023-01-06 12:00:00,66,0,66.4,253,81,7,0
user_007,2023-01-06 12:30:00,73,1,72.4,193,36,1,0
user_007,2023-01-06 13:00:00,69,0,51.6,534,54,3,0
user_007,2023-01-06 13:30:00,72,0,68.8,26,65,7,0
user_007,2023-01-06 14:00:00,71,0,79.8,11,81,6,0
user_007,2023-01-06 14:30:00,70,0,73.8,151,23,4,0
user_007,2023-01-06 15:00:00,68,0,78.2,0,24,6,0
user_007,2023-01-06 15:30:00,89,1,86.8,166,40,9,0
user_007,2023-01-06 16:00:00,76,1,66.0,478,49,7,0
user_007,2023-01-06 16:30:00,85,1,73.0,334,83,7,0
user_007,2023-01-06 17:00:00,74,0,64.6,67,48,6,0
user_007,2023-01-06 17:30:00,72,0,76.8,340,79,1,0
user_007,2023-01-06 18:00:00,79,0,73.3,477,86,3,0
user_007,2023-01-06 18:30:00,102,1,64.2,580,63,4,0
user_007,2023-01-06 19:00:00,82,0,71.1,0,68,1,0
user_007,2023-01-06 19:30:00,73,0,62.6,0,87,4,0
user_007,2023-01-06 20:00:00,71,0,73.4,0,34,3,0
user_007,2023-01-06 20:30:00,66,0,65.2,269,97,2,0
user_007,2023-01-06 21:00:00,74,0,66.6,527,27,4,0
user_007,2023-01-06 21:30:00,73,0,71.9,138,38,1,0
user_007,2023-01-06 22:00:00,72,0,81.8,0,43,6,0
user_007,2023-01-06 22:30:00,75,0,79.5,204,10,0,0
user_007,2023-01-06 23:00:00,69,0,73.2,432,19,3,0
user_007,2023-01-06 23:30:00,75,0,77.7,56,39,3,0
user_007,2023-01-07 00:00:00,61,4,83.0,232,47,0,0
user_007,2023-01-07 00:30:00,59,4,87.8,0,40,0,0
user_007,2023-01-07 01:00:00,52,4,74.4,0,18,1,0
user_007,2023-01-07 01:30:00,57,4,63.9,0,47,0,0
user_007,2023-01-07 02:00:00,56,4,83.2,17,22,3,0
user_007,2023-01-07 02:30:00,58,4,71.0,0,28,0,0
user_007,2023-01-07 03:00:00,57,4,78.5,98,10,2,0
user_007,2023-01-07 03:30:00,63,4,74.3,248,12,0,0
user_007,2023-01-07 04:00:00,57,4,78.9,0,21,2,0
user_007,2023-01-07 04:30:00,55,4,66.1,26,67,0,0
user_007,2023-01-07 05:00:00,59,4,76.8,0,43,1,0
user_007,2023-01-07 05:30:00,56,4,75.2,360,10,3,0
user_007,2023-01-07 06:00:00,53,4,65.1,0,17,1,0
user_007,2023-01-07 06:30:00,56,4,77.7,305,10,0,0
user_007,2023-01-07 07:00:00,107,1,61.8,699,53,3,0
user_007,2023-01-07 07:30:00,130,2,59.3,704,91,1,0
user_007,2023-01-07 08:00:00,97,1,68.3,618,70,7,0
user_007,2023-01-07 08:30:00,126,2,53.0,636,75,3,0
user_007,2023-01-07 09:00:00,65,0,77.7,183,90,8,0
user_007,2023-01-07 09:30:00,77,0,92.8,0,55,4,0
user_007,2023-01-07 10:00:00,71,0,86.3,32,19,2,0
user_007,2023-01-07 10:30:00,76,0,71.7,0,30,5,0
user_007,2023-01-07 11:00:00,63,0,74.8,38,50,4,0
user_007,2023-01-07 11:30:00,94,1,64.4,307,51,3,0
user_007,2023-01-07 12:00:00,81,1,70.3,517,83,0,0
user_007,2023-01-07 12:30:00,67,0,66.3,31,18,3,0
user_007,2023-01-07 13:00:00,65,0,68.4,0,85,7,0
user_007,2023-01-07 13:30:00,69,0,75.8,0,49,8,0
user_007,2023-01-07 14:00:00,69,0,76.0,426,40,5,0
user_007,2023-01-07 14:30:00,71,0,71.2,324,35,6,0
user_007,2023-01-07 15:00:00,67,0,66.7,235,70,6,0
user_007,2023-01-07 15:30:00,76,0,74.2,242,20,8,0
user_007,2023-01-07 16:00:00,80,1,67.1,249,55,9,0
user_007,2023-01-07 16:30:00,76,0,70.4,144,78,5,0
user_007,2023-01-07 17:00:00,72,0,72.1,139,46,6,0
user_007,2023-01-07 17:30:00,71,0,81.2,127,18,3,0
user_007,2023-01-07 18:00:00,100,1,62.6,560,54,3,0
user_007,2023-01-07 18:30:00,140,3,53.1,0,82,1,0
user_007,2023-01-07 19:00:00,98,1,54.7,739,61,5,0
user_007,2023-01-07 19:30:00,96,1,47.7,908,65,5,0
user_007,2023-01-07 20:00:00,71,0,65.2,0,44,2,0
user_007,2023-01-07 20:30:00,74,0,64.4,0,32,0,0
user_007,2023-01-07 21:00:00,73,0,73.9,0,68,1,0
user_007,2023-01-07 21:30:00,70,0,77.2,91,37,3,0
user_007,2023-01-07 22:00:00,68,0,72.1,163,72,1,0
user_007,2023-01-07 22:30:00,76,0,85.4,421,32,3,0
user_007,2023-01-07 23:00:00,73,0,80.6,184,24,0,0
user_007,2023-01-07 23:30:00,74,0,67.9,283,32,1,0
user_007,2023-01-08 00:00:00,58,4,66.8,55,10,1,0
user_007,2023-01-08 00:30:00,60,4,69.5,84,33,0,0
user_007,2023-01-08 01:00:00,62,4,84.6,0,10,0,0
user_007,2023-01-08 01:30:00,60,4,76.5,115,10,4,0
user_007,2023-01-08 02:00:00,57,4,75.9,1,33,3,0
user_007,2023-01-08 02:30:00,53,4,75.0,0,18,1,0
user_007,2023-01-08 03:00:00,57,4,76.8,0,50,2,0
user_007,2023-01-08 03:30:00,59,4,80.7,19,11,1,0
user_007,2023-01-08 04:00:00,56,4,81.7,25,10,3,0
user_007,2023-01-08 04:30:00,56,4,78.7,0,46,0,0
user_007,2023-01-08 05:00:00,53,4,68.4,0,10,3,0
user_007,2023-01-08 05:30:00,57,4,74.9,0,10,1,0
user_007,2023-01-08 06:00:00,57,4,76.9,261,25,0,0
user_007,2023-01-08 06:30:00,56,4,71.0,71,29,0,0
user_007,2023-01-08 07:00:00,108,1,60.0,482,59,8,0
user_007,2023-01-08 07:30:00,108,1,70.0,996,73,7,0
user_007,2023-01-08 08:00:00,113,1,63.7,586,71,2,0
user_007,2023-01-08 08:30:00,101,1,70.1,369,83,2,0
user_007,2023-01-08 09:00:00,75,0,61.3,0,97,5,0
user_007,2023-01-08 09:30:00,68,0,67.8,82,51,7,0
user_007,2023-01-08 10:00:00,87,1,59.8,332,32,4,0
user_007,2023-01-08 10:30:00,73,0,67.3,118,62,4,0
user_007,2023-01-08 11:00:00,68,0,75.6,155,62,4,0
user_007,2023-01-08 11:30:00,63,0,73.6,0,46,3,0
user_007,2023-01-08 12:00:00,74,1,60.3,424,24,3,0
user_007,2023-01-08 12:30:00,86,1,63.5,434,40,0,0
user_007,2023-01-08 13:00:00,69,0,74.4,0,62,4,0
user_007,2023-01-08 13:30:00,70,0,85.7,37,45,6,0
user_007,2023-01-08 14:00:00,74,0,70.6,250,72,5,0
user_007,2023-01-08 14:30:00,69,0,73.5,169,27,8,0
user_007,2023-01-08 15:00:00,71,0,73.5,94,55,6,0
user_007,2023-01-08 15:30:00,72,0,70.4,0,49,8,0
user_007,2023-01-08 16:00:00,75,0,65.4,50,25,7,0
user_007,2023-01-08 16:30:00,88,1,63.6,845,25,5,0
user_007,2023-01-08 17:00:00,73,0,70.4,80,35,5,0
user_007,2023-01-08 17:30:00,82,1,77.6,26,55,7,0
user_007,2023-01-08 18:00:00,101,1,72.3,194,89,3,0
user_007,2023-01-08 18:30:00,89,1,67.1,641,74,6,0
user_007,2023-01-08 19:00:00,90,1,72.4,860,45,3,0
user_007,2023-01-08 19:30:00,121,2,55.7,730,48,3,0
user_007,2023-01-08 20:00:00,71,0,60.7,0,28,1,0
user_007,2023-01-08 20:30:00,71,0,63.3,335,52,0,0
user_007,2023-01-08 21:00:00,72,0,67.8,0,61,0,0
user_007,2023-01-08 21:30:00,74,0,67.6,0,52,2,0
user_007,2023-01-08 22:00:00,74,0,73.6,531,32,2,0
user_007,2023-01-08 22:30:00,70,0,72.9,68,10,2,0
user_007,2023-01-08 23:00:00,74,0,79.3,0,77,2,0
user_007,2023-01-08 23:30:00,71,0,81.7,115,43,1,0
user_007,2023-01-09 00:00:00,58,4,80.4,0,17,1,0
user_007,2023-01-09 00:30:00,56,4,70.6,0,17,0,0
user_007,2023-01-09 01:00:00,59,4,81.4,128,32,0,0
user_007,2023-01-09 01:30:00,50,4,75.0,1,39,3,0
user_007,2023-01-09 02:00:00,53,4,67.6,0,26,3,0
user_007,2023-01-09 02:30:00,55,4,53.5,28,58,2,0
user_007,2023-01-09 03:00:00,57,4,81.8,0,24,0,0
user_007,2023-01-09 03:30:00,57,4,83.9,0,10,0,0
user_007,2023-01-09 04:00:00,61,4,63.2,0,17,0,0
user_007,2023-01-09 04:30:00,53,4,77.8,0,10,0,0
user_007,2023-01-09 05:00:00,62,4,74.1,0,44,1,0
user_007,2023-01-09 05:30:00,61,4,69.5,0,10,2,0
user_007,2023-01-09 06:00:00,56,4,72.6,0,14,0,0
user_007,2023-01-09 06:30:00,59,4,82.3,0,24,0,0
user_007,2023-01-09 07:00:00,98,1,63.2,402,60,0,0
user_007,2023-01-09 07:30:00,104,1,62.0,979,114,4,0
user_007,2023-01-09 08:00:00,113,1,62.4,435,98,1,0
user_007,2023-01-09 08:30:00,100,1,52.2,544,50,3,0
user_007,2023-01-09 09:00:00,72,0,71.8,231,64,4,0
user_007,2023-01-09 09:30:00,72,0,68.0,0,54,6,0
user_007,2023-01-09 10:00:00,69,0,62.7,45,17,1,0
user_007,2023-01-09 10:30:00,76,0,69.2,477,71,5,0
user_007,2023-01-09 11:00:00,71,0,66.9,79,48,5,0
user_007,2023-01-09 11:30:00,68,0,70.4,0,32,4,0
user_007,2023-01-09 12:00:00,70,0,60.8,490,66,4,0
user_007,2023-01-09 12:30:00,74,0,70.7,70,55,2,0
user_007,2023-01-09 13:00:00,94,1,69.6,339,44,6,0
user_007,2023-01-09 13:30:00,70,0,65.1,0,41,5,0
user_007,2023-01-09 14:00:00,85,1,66.8,418,27,7,0
user_007,2023-01-09 14:30:00,71,0,60.6,0,59,3,0
user_007,2023-01-09 15:00:00,68,0,76.0,0,71,8,0
user_007,2023-01-09 15:30:00,70,0,69.1,0,64,9,0
user_007,2023-01-09 16:00:00,70,0,69.0,0,25,7,0
user_007,2023-01-09 16:30:00,71,0,66.6,76,94,4,0
user_007,2023-01-09 17:00:00,64,0,70.5,46,67,6,0
user_007,2023-01-09 17:30:00,67,0,76.5,264,53,7,0
user_007,2023-01-09 18:00:00,135,3,55.9,712,26,3,0
user_007,2023-01-09 18:30:00,81,0,67.9,171,42,1,0
user_007,2023-01-09 19:00:00,98,1,65.1,1009,80,2,0
user_007,2023-01-09 19:30:00,81,0,72.5,290,64,2,0
user_007,2023-01-09 20:00:00,69,0,74.7,131,61,3,0
user_007,2023-01-09 20:30:00,64,0,68.0,0,70,6,0
user_007,2023-01-09 21:00:00,68,0,70.6,7,32,4,0
user_007,2023-01-09 21:30:00,64,0,73.2,0,10,3,0
user_007,2023-01-09 22:00:00,75,1,77.4,0,34,6,0
user_007,2023-01-09 22:30:00,75,0,81.2,0,56,0,0
user_007,2023-01-09 23:00:00,66,0,64.6,0,30,5,0
user_007,2023-01-09 23:30:00,70,0,69.3,0,52,1,0
user_007,2023-01-10 00:00:00,58,4,64.8,124,40,0,0
user_007,2023-01-10 00:30:00,56,4,76.3,193,10,0,0
user_007,2023-01-10 01:00:00,59,4,87.4,457,39,0,0
user_007,2023-01-10 01:30:00,55,4,76.0,209,10,2,0
user_007,2023-01-10 02:00:00,56,4,68.3,0,41,4,0
user_007,2023-01-10 02:30:00,55,4,61.8,66,53,0,0
user_007,2023-01-10 03:00:00,58,4,73.1,0,34,0,0
user_007,2023-01-10 03:30:00,53,4,75.6,173,21,1,0
user_007,2023-01-10 04:00:00,51,4,90.8,211,37,0,0
user_007,2023-01-10 04:30:00,56,4,72.5,174,10,3,0
user_007,2023-01-10 05:00:00,53,4,81.2,106,35,0,0
user_007,2023-01-10 05:30:00,58,4,72.5,166,49,3,0
user_007,2023-01-10 06:00:00,56,4,82.4,133,54,0,0
user_007,2023-01-10 06:30:00,49,4,76.5,126,47,1,0
user_007,2023-01-10 07:00:00,145,2,59.2,916,63,1,0
user_007,2023-01-10 07:30:00,112,1,54.0,973,48,2,0
user_007,2023-01-10 08:00:00,103,1,71.7,551,117,1,0
user_007,2023-01-10 08:30:00,111,1,61.1,561,85,6,0
user_007,2023-01-10 09:00:00,76,0,70.3,0,33,6,0
user_007,2023-01-10 09:30:00,65,0,71.0,377,28,9,0
user_007,2023-01-10 10:00:00,65,0,68.2,0,50,3,0
user_007,2023-01-10 10:30:00,68,0,69.9,0,53,3,0
user_007,2023-01-10 11:00:00,74,0,75.0,18,54,3,0
user_007,2023-01-10 11:30:00,73,0,82.1,151,27,6,0
user_007,2023-01-10 12:00:00,76,0,63.5,475,70,3,0
user_007,2023-01-10 12:30:00,84,1,65.6,256,76,2,0
user_007,2023-01-10 13:00:00,84,1,72.3,227,29,8,0
user_007,2023-01-10 13:30:00,74,0,69.0,281,112,4,0
user_007,2023-01-10 14:00:00,69,0,77.2,0,60,4,0
user_007,2023-01-10 14:30:00,70,0,54.9,220,34,9,0
user_007,2023-01-10 15:00:00,71,0,64.8,0,24,8,0
user_007,2023-01-10 15:30:00,69,0,60.6,0,88,3,0
user_007,2023-01-10 16:00:00,75,0,70.2,167,28,10,0
user_007,2023-01-10 16:30:00,71,0,75.9,264,78,4,0
user_007,2023-01-10 17:00:00,71,0,64.3,0,30,9,0
user_007,2023-01-10 17:30:00,67,0,78.1,268,62,5,0
user_007,2023-01-10 18:00:00,100,1,58.3,851,72,4,0
user_007,2023-01-10 18:30:00,98,1,74.6,587,42,3,0
user_007,2023-01-10 19:00:00,93,1,70.6,829,19,3,0
user_007,2023-01-10 19:30:00,115,2,62.1,584,82,2,0
user_007,2023-01-10 20:00:00,67,0,74.1,237,49,1,0
user_007,2023-01-10 20:30:00,66,0,60.9,0,28,1,0
user_007,2023-01-10 21:00:00,66,0,63.7,0,78,0,0
user_007,2023-01-10 21:30:00,75,0,70.8,140,57,0,0
user_007,2023-01-10 22:00:00,74,1,74.0,260,10,3,0
user_007,2023-01-10 22:30:00,73,0,83.9,96,38,0,0
user_007,2023-01-10 23:00:00,62,0,73.3,386,69,0,0
user_007,2023-01-10 23:30:00,65,0,84.0,471,11,5,0
user_008,2023-01-01 00:00:00,52,4,59.7,161,45,1,0
user_008,2023-01-01 00:30:00,51,4,50.0,246,13,7,0
user_008,2023-01-01 01:00:00,49,4,59.8,0,10,0,0
user_008,2023-01-01 01:30:00,53,4,54.2,0,27,5,0
user_008,2023-01-01 02:00:00,52,4,55.6,0,10,4,0
user_008,2023-01-01 02:30:00,55,4,63.6,106,61,3,0
user_008,2023-01-01 03:00:00,54,4,68.2,45,55,3,0
user_008,2023-01-01 03:30:00,50,4,48.6,42,28,1,0
user_008,2023-01-01 04:00:00,47,4,58.0,420,10,1,0
user_008,2023-01-01 04:30:00,51,4,64.9,0,44,1,0
user_008,2023-01-01 05:00:00,50,4,57.1,161,23,0,0
user_008,2023-01-01 05:30:00,52,4,69.5,0,26,0,0
user_008,2023-01-01 06:00:00,51,4,56.0,0,10,0,0
user_008,2023-01-01 06:30:00,50,4,64.3,0,10,0,0
user_008,2023-01-01 07:00:00,86,1,50.5,999,65,4,0
user_008,2023-01-01 07:30:00,105,2,45.2,900,92,8,0
user_008,2023-01-01 08:00:00,107,1,41.8,779,48,1,0
user_008,2023-01-01 08:30:00,92,1,44.7,556,82,1,0
user_008,2023-01-01 09:00:00,57,0,52.9,0,50,7,0
user_008,2023-01-01 09:30:00,64,0,60.1,191,34,5,0
user_008,2023-01-01 10:00:00,62,0,57.2,0,17,6,0
user_008,2023-01-01 10:30:00,74,1,39.0,633,95,7,0
user_008,2023-01-01 11:00:00,76,1,43.7,291,29,6,0
user_008,2023-01-01 11:30:00,67,0,54.8,14,93,6,0
user_008,2023-01-01 12:00:00,71,1,54.6,374,89,4,0
user_008,2023-01-01 12:30:00,75,1,59.5,413,43,5,0
user_008,2023-01-01 13:00:00,66,0,54.9,260,40,0,0
user_008,2023-01-01 13:30:00,61,0,61.6,0,83,5,0
user_008,2023-01-01 14:00:00,66,0,49.5,238,70,2,0
user_008,2023-01-01 14:30:00,62,0,55.4,156,43,2,0
user_008,2023-01-01 15:00:00,61,0,43.6,80,47,10,0
user_008,2023-01-01 15:30:00,63,0,50.1,124,63,7,0
user_008,2023-01-01 16:00:00,61,0,47.2,0,10,7,0
user_008,2023-01-01 16:30:00,79,1,54.4,352,62,6,0
user_008,2023-01-01 17:00:00,83,1,60.2,450,29,4,0
user_008,2023-01-01 17:30:00,60,0,58.2,69,24,6,0
user_008,2023-01-01 18:00:00,125,3,38.2,0,65,0,0
user_008,2023-01-01 18:30:00,124,3,42.3,136,44,2,0
user_008,2023-01-01 19:00:00,113,2,46.7,667,125,6,0
user_008,2023-01-01 19:30:00,108,2,36.5,895,35,4,0
user_008,2023-01-01 20:00:00,66,1,57.6,67,15,0,0
user_008,2023-01-01 20:30:00,61,0,52.4,0,27,1,0
user_008,2023-01-01 21:00:00,61,0,60.4,30,23,1,0
user_008,2023-01-01 21:30:00,63,0,59.4,0,68,2,0
user_008,2023-01-01 22:00:00,61,0,54.5,35,38,2,0
user_008,2023-01-01 22:30:00,59,0,53.2,0,15,0,0
user_008,2023-01-01 23:00:00,63,1,56.0,0,69,0,0
user_008,2023-01-01 23:30:00,60,0,56.2,101,36,5,0
user_008,2023-01-02 00:00:00,50,4,53.9,115,36,0,0
user_008,2023-01-02 00:30:00,50,4,65.3,292,55,3,0
user_008,2023-01-02 01:00:00,51,4,54.3,0,43,5,0
user_008,2023-01-02 01:30:00,49,4,55.4,227,10,0,0
user_008,2023-01-02 02:00:00,48,4,61.7,0,71,0,0
user_008,2023-01-02 02:30:00,50,4,51.0,73,10,0,0
user_008,2023-01-02 03:00:00,51,4,71.1,103,56,0,0
user_008,2023-01-02 03:30:00,48,4,55.2,15,49,1,0
user_008,2023-01-02 04:00:00,51,4,60.8,0,27,1,0
user_008,2023-01-02 04:30:00,49,4,57.7,52,18,3,0
user_008,2023-01-02 05:00:00,51,4,57.6,0,25,2,0
user_008,2023-01-02 05:30:00,52,4,56.8,209,20,1,0
user_008,2023-01-02 06:00:00,56,4,56.2,150,45,0,0
user_008,2023-01-02 06:30:00,48,4,70.0,0,45,3,0
user_008,2023-01-02 07:00:00,96,1,51.9,670,103,1,0
user_008,2023-01-02 07:30:00,114,2,49.0,835,81,4,0
user_008,2023-01-02 08:00:00,116,2,43.9,569,59,3,0
user_008,2023-01-02 08:30:00,86,1,47.5,679,76,6,0
user_008,2023-01-02 09:00:00,63,0,59.5,0,49,5,0
user_008,2023-01-02 09:30:00,75,1,54.6,522,40,7,0
user_008,2023-01-02 10:00:00,60,0,56.0,0,25,3,0
user_008,2023-01-02 10:30:00,61,0,54.3,0,17,5,0
user_008,2023-01-02 11:00:00,68,0,52.7,206,38,4,0
user_008,2023-01-02 11:30:00,64,0,60.3,0,59,5,0
user_008,2023-01-02 12:00:00,66,0,50.8,53,76,4,0
user_008,2023-01-02 12:30:00,64,0,53.5,0,49,3,0
user_008,2023-01-02 13:00:00,71,1,58.5,287,46,2,0
user_008,2023-01-02 13:30:00,67,0,51.4,98,10,3,0
user_008,2023-01-02 14:00:00,66,0,54.8,240,52,9,0
user_008,2023-01-02 14:30:00,61,0,54.5,221,52,5,0
user_008,2023-01-02 15:00:00,73,1,53.2,338,43,7,0
user_008,2023-01-02 15:30:00,74,1,51.2,136,39,2,0
user_008,2023-01-02 16:00:00,60,0,45.6,218,23,5,0
user_008,2023-01-02 16:30:00,61,0,58.9,144,10,9,0
user_008,2023-01-02 17:00:00,60,0,57.6,12,58,4,0
user_008,2023-01-02 17:30:00,61,0,49.4,287,10,8,0
user_008,2023-01-02 18:00:00,85,1,45.7,663,35,5,0
user_008,2023-01-02 18:30:00,88,1,39.9,698,68,4,0
user_008,2023-01-02 19:00:00,119,3,36.1,0,86,0,0
user_008,2023-01-02 19:30:00,90,1,49.1,168,37,2,0
user_008,2023-01-02 20:00:00,60,0,52.7,0,37,0,0
user_008,2023-01-02 20:30:00,57,0,50.5,29,34,4,0
user_008,2023-01-02 21:00:00,59,0,63.9,123,67,4,0
user_008,2023-01-02 21:30:00,61,0,56.3,108,50,4,0
user_008,2023-01-02 22:00:00,61,0,54.6,0,59,2,0
user_008,2023-01-02 22:30:00,61,0,55.6,147,37,1,0
user_008,2023-01-02 23:00:00,52,0,47.0,165,10,3,0
user_008,2023-01-02 23:30:00,63,0,46.8,0,28,1,0
user_008,2023-01-03 00:00:00,50,4,50.1,0,10,0,0
user_008,2023-01-03 00:30:00,57,4,54.5,49,37,3,0
user_008,2023-01-03 01:00:00,54,4,58.6,0,11,3,0
user_008,2023-01-03 01:30:00,54,4,54.2,53,41,2,0
user_008,2023-01-03 02:00:00,52,4,58.0,95,58,1,0
user_008,2023-01-03 02:30:00,48,4,61.7,0,16,2,0
user_008,2023-01-03 03:00:00,50,4,62.2,83,43,0,0
user_008,2023-01-03 03:30:00,50,4,60.8,0,10,1,0
user_008,2023-01-03 04:00:00,47,4,57.7,0,40,0,0
user_008,2023-01-03 04:30:00,49,4,68.5,134,51,0,0
user_008,2023-01-03 05:00:00,50,4,56.8,305,61,2,0
user_008,2023-01-03 05:30:00,52,4,55.3,0,30,0,0
user_008,2023-01-03 06:00:00,45,4,60.6,0,10,2,0
user_008,2023-01-03 06:30:00,48,4,55.0,292,55,2,0
user_008,2023-01-03 07:00:00,90,1,40.8,458,109,5,0
user_008,2023-01-03 07:30:00,102,1,47.3,747,72,0,0
user_008,2023-01-03 08:00:00,138,3,41.1,7,63,3,0
user_008,2023-01-03 08:30:00,120,2,41.4,519,59,3,0
user_008,2023-01-03 09:00:00,69,0,62.4,147,48,5,0
user_008,2023-01-03 09:30:00,66,0,51.3,0,28,5,0
user_008,2023-01-03 10:00:00,60,0,61.3,0,78,5,0
user_008,2023-01-03 10:30:00,66,0,56.1,30,10,4,0
user_008,2023-01-03 11:00:00,64,0,56.7,202,72,6,0
user_008,2023-01-03 11:30:00,62,0,56.5,422,90,2,0
user_008,2023-01-03 12:00:00,64,0,60.7,144,51,4,0
user_008,2023-01-03 12:30:00,65,1,47.3,437,38,2,0
user_008,2023-01-03 13:00:00,65,0,48.7,0,60,2,0
user_008,2023-01-03 13:30:00,62,0,48.7,144,55,6,0
user_008,2023-01-03 14:00:00,63,0,53.6,828,49,7,0
user_008,2023-01-03 14:30:00,80,1,50.4,74,34,7,0
user_008,2023-01-03 15:00:00,64,0,66.0,152,75,6,0
user_008,2023-01-03 15:30:00,75,1,52.9,0,23,6,0
user_008,2023-01-03 16:00:00,72,1,44.4,165,13,8,0
user_008,2023-01-03 16:30:00,59,0,57.8,77,19,5,0
user_008,2023-01-03 17:00:00,56,0,47.2,0,52,5,0
user_008,2023-01-03 17:30:00,79,1,55.5,398,63,3,0
user_008,2023-01-03 18:00:00,89,1,51.5,827,75,3,0
user_008,2023-01-03 18:30:00,123,3,40.1,539,103,7,0
user_008,2023-01-03 19:00:00,66,0,59.1,388,55,2,0
user_008,2023-01-03 19:30:00,75,0,50.8,0,90,7,0
user_008,2023-01-03 20:00:00,62,0,58.6,0,25,3,0
user_008,2023-01-03 20:30:00,65,0,53.4,0,12,4,0
user_008,2023-01-03 21:00:00,63,0,50.8,462,32,2,0
user_008,2023-01-03 21:30:00,57,0,57.7,0,60,1,0
user_008,2023-01-03 22:00:00,65,0,58.2,0,54,0,0
user_008,2023-01-03 22:30:00,64,0,58.3,125,30,3,0
user_008,2023-01-03 23:00:00,58,0,64.2,161,10,2,0
user_008,2023-01-03 23:30:00,57,0,57.0,455,68,4,0
user_008,2023-01-04 00:00:00,48,4,58.4,0,20,0,0
user_008,2023-01-04 00:30:00,48,4,58.3,131,40,4,0
user_008,2023-01-04 01:00:00,49,4,53.8,0,27,4,0
user_008,2023-01-04 01:30:00,51,4,59.3,3,10,0,0
user_008,2023-01-04 02:00:00,47,4,65.8,145,10,3,0
user_008,2023-01-04 02:30:00,46,4,50.2,160,56,1,0
user_008,2023-01-04 03:00:00,52,4,57.0,0,10,0,0
user_008,2023-01-04 03:30:00,53,4,59.3,0,13,5,0
user_008,2023-01-04 04:00:00,51,4,60.0,0,21,0,0
