Timestamp,ID,Day,Description,Duration,DurationAsString,Segments
31/01/2022 16:06:56,D39iyp2dlm,20220131-17:59:59,Other (unclassified fitness activity),8880000,02:28:00,8
31/01/2022 16:10:47,ZKzypbKq0X,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:00:07,IzZzhqcNgb,20220131-19:00:04,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:00:07,ePiz3zDQnM,20220131-19:00:04,Unknown (unable to detect activity),81179000,22:32:59,9
31/01/2022 19:00:07,ePiz3zDQnM,20220131-19:00:04,Walking,4200000,01:10:00,7
31/01/2022 19:00:08,ePiz3zDQnM,20220131-19:00:04,Other (unclassified fitness activity),1020000,00:17:00,1
31/01/2022 19:00:10,JVP5MvwSuy,20220131-18:59:57,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:00:12,JVP5MvwSuy,20220131-18:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:00:13,JVP5MvwSuy,20220131-19:00:00,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:00:17,XoyogQMtou,20220131-19:00:14,Unknown (unable to detect activity),84917000,23:35:17,2
31/01/2022 19:00:17,XoyogQMtou,20220131-19:00:14,Walking,1482000,00:24:42,1
31/01/2022 19:00:27,ZKzypbKq0X,20220131-19:00:25,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:00:27,WPooa9cRhe,20220131-19:00:25,Walking,7634143,02:07:14,19
31/01/2022 19:00:27,WPooa9cRhe,20220131-19:00:25,Unknown (unable to detect activity),65757198,18:15:57,25
31/01/2022 19:00:28,WPooa9cRhe,20220131-19:00:25,Other (unclassified fitness activity),8940000,02:29:00,7
31/01/2022 19:00:28,WPooa9cRhe,20220131-19:00:25,Running,95440,00:01:35,1
31/01/2022 19:00:28,WPooa9cRhe,20220131-19:00:25,In vehicle,3972218,01:06:12,4
31/01/2022 19:01:18,f6A3OzDRfU,20220131-19:01:16,Unknown (unable to detect activity),78599000,21:49:59,10
31/01/2022 19:01:18,f6A3OzDRfU,20220131-19:01:16,Walking,4560000,01:16:00,7
31/01/2022 19:01:19,f6A3OzDRfU,20220131-19:01:16,Other (unclassified fitness activity),3240000,00:54:00,2
31/01/2022 19:02:27,qpVAySE9Lx,20220131-19:00:02,Unknown (unable to detect activity),86399000,23:59:59,1
31/01/2022 19:06:48,D39iyp2dlm,20220131-19:00:04,Unknown (unable to detect activity),62699000,17:24:59,30
31/01/2022 19:06:48,D39iyp2dlm,20220131-19:00:04,Walking,10920000,03:02:00,20
31/01/2022 19:06:49,D39iyp2dlm,20220131-19:00:04,Other (unclassified fitness activity),12780000,03:33:00,10
31/01/2022 19:16:06,ydun27JYqN,20220131-19:16:09,Unknown (unable to detect activity),79979000,22:12:59,10
31/01/2022 19:16:06,ydun27JYqN,20220131-19:16:09,Other (unclassified fitness activity),4080000,01:08:00,4
31/01/2022 19:16:06,ydun27JYqN,20220131-19:16:09,Walking,2340000,00:39:00,5
31/01/2022 19:40:42,pVVtr1XBnI,20220131-19:40:44,Unknown (unable to detect activity),77023449,21:23:43,14
31/01/2022 19:40:42,pVVtr1XBnI,20220131-19:40:44,Walking,2134160,00:35:34,16
31/01/2022 19:40:43,pVVtr1XBnI,20220131-19:40:44,In vehicle,7241387,02:00:41,7
01/02/2022 11:18:32,kmV82aTs6O,20220201-11:18:31,In vehicle,1445530,00:24:05,2
01/02/2022 11:18:33,kmV82aTs6O,20220201-11:18:31,Walking,59152,00:00:59,1
01/02/2022 11:18:33,kmV82aTs6O,20220201-11:18:31,Unknown (unable to detect activity),84491372,23:28:11,3
01/02/2022 11:18:33,kmV82aTs6O,20220201-11:18:31,Biking,402946,00:06:42,1
01/02/2022 11:18:35,kmV82aTs6O,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 11:18:36,kmV82aTs6O,20220122-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 11:18:36,kmV82aTs6O,20220129-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 11:18:37,kmV82aTs6O,20220128-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 11:18:37,kmV82aTs6O,20220124-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 11:18:38,kmV82aTs6O,20220125-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 11:18:39,kmV82aTs6O,20220127-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:06,ZKzypbKq0X,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:07,MQuJSTvjwm,20220130-17:59:59,Unknown (unable to detect activity),80519000,22:21:59,9
01/02/2022 16:00:07,MQuJSTvjwm,20220130-17:59:59,Walking,3180000,00:53:00,6
01/02/2022 16:00:07,ZKzypbKq0X,20220131-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:07,MQuJSTvjwm,20220130-17:59:59,Other (unclassified fitness activity),2700000,00:45:00,2
01/02/2022 16:00:08,MQuJSTvjwm,20220126-17:59:59,Walking,3720000,01:02:00,7
01/02/2022 16:00:08,MQuJSTvjwm,20220126-17:59:59,Unknown (unable to detect activity),77519000,21:31:59,11
01/02/2022 16:00:08,MQuJSTvjwm,20220125-17:59:59,Unknown (unable to detect activity),84839000,23:33:59,5
01/02/2022 16:00:08,MQuJSTvjwm,20220126-17:59:59,Other (unclassified fitness activity),5160000,01:26:00,4
01/02/2022 16:00:09,MQuJSTvjwm,20220125-17:59:59,Walking,1560000,00:26:00,4
01/02/2022 16:00:12,JVP5MvwSuy,20220201-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:13,JVP5MvwSuy,20220126-17:59:59,Unknown (unable to detect activity),84479000,23:27:59,5
01/02/2022 16:00:13,JVP5MvwSuy,20220126-17:59:59,Walking,1500000,00:25:00,3
01/02/2022 16:00:13,JVP5MvwSuy,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:14,JVP5MvwSuy,20220126-17:59:59,Other (unclassified fitness activity),420000,00:07:00,1
01/02/2022 16:00:14,JVP5MvwSuy,20220127-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:14,JVP5MvwSuy,20220129-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:15,JVP5MvwSuy,20220124-17:59:59,Unknown (unable to detect activity),86039000,23:53:59,2
01/02/2022 16:00:15,JVP5MvwSuy,20220124-17:59:59,Walking,360000,00:06:00,1
01/02/2022 16:00:15,JVP5MvwSuy,20220131-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:15,JVP5MvwSuy,20220123-17:59:59,Unknown (unable to detect activity),81299000,22:34:59,3
01/02/2022 16:00:16,JVP5MvwSuy,20220123-17:59:59,Other (unclassified fitness activity),4680000,01:18:00,1
01/02/2022 16:00:16,JVP5MvwSuy,20220128-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:16,JVP5MvwSuy,20220123-17:59:59,Walking,420000,00:07:00,1
01/02/2022 16:00:16,JVP5MvwSuy,20220121-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:17,JVP5MvwSuy,20220125-17:59:59,Unknown (unable to detect activity),81299000,22:34:59,9
01/02/2022 16:00:17,JVP5MvwSuy,20220125-17:59:59,Walking,2700000,00:45:00,5
01/02/2022 16:00:18,JVP5MvwSuy,20220125-17:59:59,Other (unclassified fitness activity),2400000,00:40:00,3
01/02/2022 16:00:32,XoyogQMtou,20220201-17:59:59,Unknown (unable to detect activity),74744741,20:45:44,6
01/02/2022 16:00:33,XoyogQMtou,20220201-17:59:59,In vehicle,11136606,03:05:36,5
01/02/2022 16:00:33,XoyogQMtou,20220119-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:00:33,XoyogQMtou,20220201-17:59:59,Walking,517653,00:08:37,1
01/02/2022 16:01:12,pVVtr1XBnI,20220131-17:59:59,Unknown (unable to detect activity),77023449,21:23:43,14
01/02/2022 16:01:12,pVVtr1XBnI,20220127-17:59:59,Unknown (unable to detect activity),79656272,22:07:36,15
01/02/2022 16:01:12,pVVtr1XBnI,20220131-17:59:59,Walking,2134160,00:35:34,16
01/02/2022 16:01:12,pVVtr1XBnI,20220127-17:59:59,In vehicle,2254384,00:37:34,2
01/02/2022 16:01:12,pVVtr1XBnI,20220130-17:59:59,Unknown (unable to detect activity),74065680,20:34:25,35
01/02/2022 16:01:13,pVVtr1XBnI,20220131-17:59:59,In vehicle,7241387,02:00:41,7
01/02/2022 16:01:13,pVVtr1XBnI,20220130-17:59:59,In vehicle,9556716,02:39:16,12
01/02/2022 16:01:13,pVVtr1XBnI,20220128-17:59:59,Unknown (unable to detect activity),77529679,21:32:09,14
01/02/2022 16:01:13,pVVtr1XBnI,20220127-17:59:59,Walking,4488292,01:14:48,17
01/02/2022 16:01:13,pVVtr1XBnI,20220130-17:59:59,Walking,2776573,00:46:16,42
01/02/2022 16:01:13,pVVtr1XBnI,20220128-17:59:59,In vehicle,8076410,02:14:36,7
01/02/2022 16:01:13,pVVtr1XBnI,20220128-17:59:59,Walking,792910,00:13:12,8
01/02/2022 16:01:26,WjTSJGdBQj,20220201-17:59:59,Unknown (unable to detect activity),85319000,23:41:59,4
01/02/2022 16:01:26,WjTSJGdBQj,20220201-17:59:59,Other (unclassified fitness activity),840000,00:14:00,2
01/02/2022 16:01:26,WjTSJGdBQj,20220201-17:59:59,Walking,240000,00:04:00,1
01/02/2022 16:01:26,WjTSJGdBQj,20220118-17:59:59,Unknown (unable to detect activity),82199000,22:49:59,8
01/02/2022 16:01:27,WjTSJGdBQj,20220118-17:59:59,Other (unclassified fitness activity),3120000,00:52:00,4
01/02/2022 16:01:27,WjTSJGdBQj,20220104-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:01:27,WjTSJGdBQj,20220118-17:59:59,Walking,1080000,00:18:00,3
01/02/2022 16:01:28,WjTSJGdBQj,20211231-17:59:59,Unknown (unable to detect activity),83579000,23:12:59,6
01/02/2022 16:01:28,WjTSJGdBQj,20211231-17:59:59,Walking,1440000,00:24:00,4
01/02/2022 16:01:28,WjTSJGdBQj,20211231-17:59:59,Other (unclassified fitness activity),1380000,00:23:00,1
01/02/2022 16:01:50,D39iyp2dlm,20220201-17:59:59,Other (unclassified fitness activity),2400000,00:40:00,2
01/02/2022 16:01:51,D39iyp2dlm,20220201-17:59:59,Unknown (unable to detect activity),81839000,22:43:59,4
01/02/2022 16:01:51,D39iyp2dlm,20220201-17:59:59,Walking,2160000,00:36:00,2
01/02/2022 16:04:09,ePiz3zDQnM,20220201-17:59:59,Unknown (unable to detect activity),79799000,22:09:59,11
01/02/2022 16:04:09,ePiz3zDQnM,20220201-17:59:59,Walking,4440000,01:14:00,8
01/02/2022 16:04:09,ePiz3zDQnM,20220201-17:59:59,Other (unclassified fitness activity),2160000,00:36:00,2
01/02/2022 16:06:23,f6A3OzDRfU,20220128-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:15,ydun27JYqN,20220201-17:59:59,Walking,5460000,01:31:00,7
01/02/2022 16:12:16,ydun27JYqN,20220201-17:59:59,Unknown (unable to detect activity),78899000,21:54:59,9
01/02/2022 16:12:16,ydun27JYqN,20220123-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:16,ydun27JYqN,20220201-17:59:59,Other (unclassified fitness activity),2040000,00:34:00,2
01/02/2022 16:12:56,qpVAySE9Lx,20220131-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:57,qpVAySE9Lx,20220125-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:57,qpVAySE9Lx,20220129-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:58,qpVAySE9Lx,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:58,qpVAySE9Lx,20220128-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:59,qpVAySE9Lx,20220126-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:12:59,qpVAySE9Lx,20220127-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 16:32:32,WPooa9cRhe,20220201-17:59:59,Unknown (unable to detect activity),77790180,21:36:30,17
01/02/2022 16:32:33,WPooa9cRhe,20220201-17:59:59,Walking,4648820,01:17:28,12
01/02/2022 16:32:33,WPooa9cRhe,20220201-17:59:59,Other (unclassified fitness activity),3960000,01:06:00,4
01/02/2022 17:08:12,4KIVcPBHLi,20220201-17:08:10,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:13,4KIVcPBHLi,20220201-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:13,4KIVcPBHLi,20220113-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:14,4KIVcPBHLi,20220126-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:14,4KIVcPBHLi,20220118-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:15,4KIVcPBHLi,20220131-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:16,4KIVcPBHLi,20211228-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:16,4KIVcPBHLi,20220121-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:17,4KIVcPBHLi,20220122-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:17,4KIVcPBHLi,20220125-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:17,4KIVcPBHLi,20220107-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:18,4KIVcPBHLi,20220105-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:19,4KIVcPBHLi,20220120-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:19,4KIVcPBHLi,20220119-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:20,4KIVcPBHLi,20220128-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:20,4KIVcPBHLi,20220123-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:21,4KIVcPBHLi,20220129-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:21,4KIVcPBHLi,20220102-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:22,4KIVcPBHLi,20220124-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:22,4KIVcPBHLi,20220127-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:23,4KIVcPBHLi,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:23,4KIVcPBHLi,20211226-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 17:08:24,4KIVcPBHLi,20211227-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:00:01,ydun27JYqN,20220201-19:00:04,Walking,5820000,01:37:00,8
01/02/2022 19:00:01,ydun27JYqN,20220201-19:00:04,Unknown (unable to detect activity),76619000,21:16:59,12
01/02/2022 19:00:02,ydun27JYqN,20220201-19:00:04,Other (unclassified fitness activity),3960000,01:06:00,4
01/02/2022 19:00:09,XoyogQMtou,20220201-19:00:07,Unknown (unable to detect activity),74744741,20:45:44,6
01/02/2022 19:00:09,XoyogQMtou,20220201-19:00:07,In vehicle,11136606,03:05:36,5
01/02/2022 19:00:09,XoyogQMtou,20220201-19:00:07,Walking,517653,00:08:37,1
01/02/2022 19:00:13,IzZzhqcNgb,20220201-19:00:12,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:00:13,JVP5MvwSuy,20220201-19:00:00,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:00:14,JVP5MvwSuy,20220201-19:00:01,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:00:16,f6A3OzDRfU,20220201-19:00:05,Unknown (unable to detect activity),80819000,22:26:59,11
01/02/2022 19:00:16,f6A3OzDRfU,20220201-19:00:05,Walking,3840000,01:04:00,8
01/02/2022 19:00:16,f6A3OzDRfU,20220201-19:00:05,Other (unclassified fitness activity),1740000,00:29:00,2
01/02/2022 19:00:20,pVVtr1XBnI,20220201-19:00:21,Unknown (unable to detect activity),78403825,21:46:43,11
01/02/2022 19:00:20,pVVtr1XBnI,20220201-19:00:21,Walking,1760071,00:29:20,13
01/02/2022 19:00:20,pVVtr1XBnI,20220201-19:00:21,In vehicle,6235103,01:43:55,4
01/02/2022 19:00:26,ePiz3zDQnM,20220201-19:00:23,Unknown (unable to detect activity),79199000,21:59:59,12
01/02/2022 19:00:26,ePiz3zDQnM,20220201-19:00:23,Walking,5040000,01:24:00,9
01/02/2022 19:00:27,ePiz3zDQnM,20220201-19:00:23,Other (unclassified fitness activity),2160000,00:36:00,2
01/02/2022 19:00:27,ZKzypbKq0X,20220201-19:00:26,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:01:49,D39iyp2dlm,20220201-19:00:04,Other (unclassified fitness activity),2400000,00:40:00,2
01/02/2022 19:01:49,D39iyp2dlm,20220201-19:00:04,Unknown (unable to detect activity),81839000,22:43:59,4
01/02/2022 19:01:49,D39iyp2dlm,20220201-19:00:04,Walking,2160000,00:36:00,2
01/02/2022 19:03:45,qpVAySE9Lx,20220201-19:01:19,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:17:50,WjTSJGdBQj,20220201-19:17:48,Unknown (unable to detect activity),85319000,23:41:59,4
01/02/2022 19:17:50,WjTSJGdBQj,20220201-19:17:48,Other (unclassified fitness activity),840000,00:14:00,2
01/02/2022 19:17:51,WjTSJGdBQj,20220201-19:17:48,Walking,240000,00:04:00,1
01/02/2022 19:51:26,4KIVcPBHLi,20220201-19:51:24,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 19:59:34,WPooa9cRhe,20220201-19:59:32,Unknown (unable to detect activity),77790180,21:36:30,17
01/02/2022 19:59:34,WPooa9cRhe,20220201-19:59:32,Walking,4648820,01:17:28,12
01/02/2022 19:59:34,WPooa9cRhe,20220201-19:59:32,Other (unclassified fitness activity),3960000,01:06:00,4
01/02/2022 20:07:19,MQuJSTvjwm,20220201-20:03:24,Unknown (unable to detect activity),86399000,23:59:59,1
01/02/2022 23:10:36,GXajcvW5pn,20220201-17:59:59,Unknown (unable to detect activity),80699000,22:24:59,10
01/02/2022 23:10:37,GXajcvW5pn,20220201-17:59:59,Walking,3120000,00:52:00,7
01/02/2022 23:10:37,GXajcvW5pn,20220201-17:59:59,Other (unclassified fitness activity),2580000,00:43:00,2
01/02/2022 23:10:38,GXajcvW5pn,20220129-17:59:59,Unknown (unable to detect activity),68939000,19:08:59,24
01/02/2022 23:10:39,GXajcvW5pn,20220129-17:59:59,Other (unclassified fitness activity),12720000,03:32:00,10
01/02/2022 23:10:39,GXajcvW5pn,20220129-17:59:59,Walking,4740000,01:19:00,13
01/02/2022 23:11:03,GXajcvW5pn,20220130-17:59:59,Unknown (unable to detect activity),66599000,18:29:59,21
01/02/2022 23:11:04,GXajcvW5pn,20220130-17:59:59,Walking,7320000,02:02:00,9
01/02/2022 23:11:04,GXajcvW5pn,20220130-17:59:59,Other (unclassified fitness activity),12480000,03:28:00,11
01/02/2022 23:11:04,GXajcvW5pn,20220131-17:59:59,Unknown (unable to detect activity),76139000,21:08:59,17
01/02/2022 23:11:05,GXajcvW5pn,20220131-17:59:59,Walking,4380000,01:13:00,11
01/02/2022 23:11:05,GXajcvW5pn,20220131-17:59:59,Other (unclassified fitness activity),5880000,01:38:00,5
02/02/2022 00:24:49,kmV82aTs6O,20220202-00:24:53,Unknown (unable to detect activity),85184193,23:39:44,2
02/02/2022 00:24:50,kmV82aTs6O,20220202-00:24:53,In vehicle,1110583,00:18:30,1
02/02/2022 00:24:50,kmV82aTs6O,20220201-17:59:59,In vehicle,1445530,00:24:05,2
02/02/2022 00:24:50,kmV82aTs6O,20220202-00:24:53,Walking,104224,00:01:44,1
02/02/2022 00:24:50,kmV82aTs6O,20220201-17:59:59,Walking,59152,00:00:59,1
02/02/2022 00:24:50,kmV82aTs6O,20220130-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 00:24:50,kmV82aTs6O,20220201-17:59:59,Unknown (unable to detect activity),84491372,23:28:11,3
02/02/2022 00:24:51,kmV82aTs6O,20220201-17:59:59,Biking,402946,00:06:42,1
02/02/2022 00:24:51,kmV82aTs6O,20220122-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 00:24:51,kmV82aTs6O,20220129-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 00:24:52,kmV82aTs6O,20220124-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 00:24:52,kmV82aTs6O,20220128-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 00:24:53,kmV82aTs6O,20220125-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 00:24:53,kmV82aTs6O,20220127-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 10:16:53,IzZzhqcNgb,20220131-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 10:16:53,IzZzhqcNgb,20220201-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 13:32:41,Yd5AESq7VU,20220202-13:32:36,Unknown (unable to detect activity),74435256,20:40:35,20
02/02/2022 13:32:42,Yd5AESq7VU,20220202-13:32:36,Walking,7583743,02:06:23,16
02/02/2022 13:32:42,Yd5AESq7VU,20220202-13:32:36,Other (unclassified fitness activity),4380000,01:13:00,4
02/02/2022 19:00:03,WjTSJGdBQj,20220202-19:00:01,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 19:00:03,ydun27JYqN,20220202-19:00:05,Other (unclassified fitness activity),4440000,01:14:00,4
02/02/2022 19:00:04,ydun27JYqN,20220202-19:00:05,Unknown (unable to detect activity),79619000,22:06:59,8
02/02/2022 19:00:05,ydun27JYqN,20220202-19:00:05,Walking,2340000,00:39:00,4
02/02/2022 19:00:14,JVP5MvwSuy,20220202-18:59:58,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 19:00:15,f6A3OzDRfU,20220202-19:00:13,Unknown (unable to detect activity),76919000,21:21:59,13
02/02/2022 19:00:15,f6A3OzDRfU,20220202-19:00:13,Walking,4080000,01:08:00,8
02/02/2022 19:00:15,f6A3OzDRfU,20220202-19:00:13,Other (unclassified fitness activity),5400000,01:30:00,4
02/02/2022 19:00:15,JVP5MvwSuy,20220202-19:00:00,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 19:00:30,vCTkloMaa0,20220202-19:00:34,Unknown (unable to detect activity),82259000,22:50:59,9
02/02/2022 19:00:30,vCTkloMaa0,20220202-19:00:34,Walking,1140000,00:19:00,4
02/02/2022 19:00:30,vCTkloMaa0,20220202-19:00:34,Other (unclassified fitness activity),3000000,00:50:00,4
02/02/2022 19:00:33,QNCD3NFtji,20220202-19:00:37,Unknown (unable to detect activity),79859000,22:10:59,7
02/02/2022 19:00:34,QNCD3NFtji,20220202-19:00:37,Other (unclassified fitness activity),6540000,01:49:00,6
02/02/2022 19:02:10,ePiz3zDQnM,20220202-19:02:09,Unknown (unable to detect activity),83099000,23:04:59,6
02/02/2022 19:02:10,ePiz3zDQnM,20220202-19:02:09,Walking,1440000,00:24:00,3
02/02/2022 19:02:10,ePiz3zDQnM,20220202-19:02:09,Other (unclassified fitness activity),1860000,00:31:00,2
02/02/2022 19:02:12,GXajcvW5pn,20220202-19:02:14,Unknown (unable to detect activity),82499000,22:54:59,6
02/02/2022 19:02:12,GXajcvW5pn,20220202-19:02:14,Walking,1680000,00:28:00,3
02/02/2022 19:02:13,GXajcvW5pn,20220202-19:02:14,Other (unclassified fitness activity),2220000,00:37:00,2
02/02/2022 19:03:07,qpVAySE9Lx,20220202-19:00:40,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 19:04:11,Yd5AESq7VU,20220202-19:04:07,Unknown (unable to detect activity),70055256,19:27:35,26
02/02/2022 19:04:12,Yd5AESq7VU,20220202-19:04:07,Walking,9743743,02:42:23,21
02/02/2022 19:04:12,Yd5AESq7VU,20220202-19:04:07,Other (unclassified fitness activity),6600000,01:50:00,6
02/02/2022 19:04:23,XoyogQMtou,20220202-19:04:21,Unknown (unable to detect activity),82357728,22:52:37,5
02/02/2022 19:04:23,XoyogQMtou,20220202-19:04:21,Walking,306896,00:05:06,3
02/02/2022 19:04:24,XoyogQMtou,20220202-19:04:21,In vehicle,3734376,01:02:14,2
02/02/2022 19:15:06,IzZzhqcNgb,20220202-19:15:05,Unknown (unable to detect activity),83014900,23:03:34,4
02/02/2022 19:15:07,IzZzhqcNgb,20220202-19:15:05,Other (unclassified fitness activity),3384100,00:56:24,3
02/02/2022 19:21:37,pVVtr1XBnI,20220202-19:21:40,Unknown (unable to detect activity),75019132,20:50:19,12
02/02/2022 19:21:38,pVVtr1XBnI,20220202-19:21:40,In vehicle,10156673,02:49:16,8
02/02/2022 19:21:38,pVVtr1XBnI,20220202-19:21:40,Walking,1223193,00:20:23,17
02/02/2022 19:25:47,D39iyp2dlm,20220202-19:24:00,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 20:05:37,WPooa9cRhe,20220202-20:05:36,Other (unclassified fitness activity),1680000,00:28:00,2
02/02/2022 20:05:38,WPooa9cRhe,20220202-20:05:36,Unknown (unable to detect activity),84092789,23:21:32,7
02/02/2022 20:05:38,WPooa9cRhe,20220202-20:05:36,Walking,626211,00:10:26,6
02/02/2022 20:07:04,WPooa9cRhe,20220202-17:59:59,Other (unclassified fitness activity),1680000,00:28:00,2
02/02/2022 20:07:05,WPooa9cRhe,20220202-17:59:59,Unknown (unable to detect activity),84092789,23:21:32,7
02/02/2022 20:07:05,WPooa9cRhe,20220202-17:59:59,Walking,626211,00:10:26,6
02/02/2022 20:16:37,XoyogQMtou,20220202-17:59:59,Unknown (unable to detect activity),82357728,22:52:37,5
02/02/2022 20:16:37,XoyogQMtou,20220202-17:59:59,Walking,306896,00:05:06,3
02/02/2022 20:16:38,XoyogQMtou,20220202-17:59:59,In vehicle,3734376,01:02:14,2
02/02/2022 20:16:48,XoyogQMtou,20220119-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
02/02/2022 20:37:55,MQuJSTvjwm,20220202-20:37:54,Unknown (unable to detect activity),73499000,20:24:59,16
02/02/2022 20:37:56,MQuJSTvjwm,20220202-20:37:54,Walking,6300000,01:45:00,9
02/02/2022 20:37:56,MQuJSTvjwm,20220202-20:37:54,Other (unclassified fitness activity),6600000,01:50:00,6
03/02/2022 08:41:21,QNCD3NFtji,20220131-17:59:59,Unknown (unable to detect activity),83459000,23:10:59,4
03/02/2022 08:41:21,QNCD3NFtji,20220131-17:59:59,Other (unclassified fitness activity),1980000,00:33:00,1
03/02/2022 08:41:21,QNCD3NFtji,20220131-17:59:59,Walking,960000,00:16:00,2
